[s],CH1[V]
5.2550E-03,1.221E-02
5.2591E-03,1.221E-02
5.2631E-03,1.061E-02
5.2672E-03,1.141E-02
5.2713E-03,9.812E-03
5.2754E-03,8.212E-03
5.2795E-03,9.812E-03
5.2835E-03,9.812E-03
5.2876E-03,9.812E-03
5.2917E-03,8.212E-03
5.2958E-03,9.012E-03
5.2999E-03,9.812E-03
5.3039E-03,8.212E-03
5.3080E-03,8.212E-03
5.3121E-03,8.212E-03
5.3162E-03,7.412E-03
5.3203E-03,6.612E-03
5.3243E-03,6.612E-03
5.3284E-03,7.412E-03
5.3325E-03,6.612E-03
5.3366E-03,4.212E-03
5.3407E-03,5.812E-03
5.3447E-03,6.612E-03
5.3488E-03,5.012E-03
5.3529E-03,6.612E-03
5.3570E-03,3.412E-03
5.3611E-03,2.612E-03
5.3651E-03,2.612E-03
5.3692E-03,3.412E-03
5.3733E-03,2.612E-03
5.3774E-03,1.812E-03
5.3815E-03,1.812E-03
5.3855E-03,2.612E-03
5.3896E-03,1.812E-03
5.3937E-03,3.412E-03
5.3978E-03,2.119E-04
5.4019E-03,-5.881E-04
5.4059E-03,2.119E-04
5.4100E-03,-1.388E-03
5.4141E-03,-1.388E-03
5.4182E-03,-2.988E-03
5.4223E-03,-2.188E-03
5.4263E-03,-5.881E-04
5.4304E-03,-2.188E-03
5.4345E-03,-2.188E-03
5.4386E-03,-4.588E-03
5.4427E-03,-4.588E-03
5.4467E-03,-5.388E-03
5.4508E-03,-5.388E-03
5.4549E-03,-5.388E-03
5.4590E-03,-3.788E-03
5.4631E-03,-7.788E-03
5.4671E-03,-5.388E-03
5.4712E-03,-5.388E-03
5.4753E-03,-7.788E-03
5.4794E-03,-6.988E-03
5.4835E-03,-1.019E-02
5.4875E-03,-8.588E-03
5.4916E-03,-8.588E-03
5.4957E-03,-1.099E-02
5.4998E-03,-8.588E-03
5.5039E-03,-9.388E-03
5.5079E-03,-1.179E-02
5.5120E-03,-1.179E-02
5.5161E-03,-1.179E-02
5.5202E-03,-1.259E-02
5.5243E-03,-1.339E-02
5.5283E-03,-1.339E-02
5.5324E-03,-1.259E-02
5.5365E-03,-1.339E-02
5.5406E-03,-1.339E-02
5.5447E-03,-1.339E-02
5.5487E-03,-1.419E-02
5.5528E-03,-1.659E-02
5.5569E-03,-1.579E-02
5.5610E-03,-1.659E-02
5.5651E-03,-1.659E-02
5.5691E-03,-1.739E-02
5.5732E-03,-1.579E-02
5.5773E-03,-1.659E-02
5.5814E-03,-1.659E-02
5.5855E-03,-1.819E-02
5.5895E-03,-1.899E-02
5.5936E-03,-1.899E-02
5.5977E-03,-1.819E-02
5.6018E-03,-1.899E-02
5.6059E-03,-1.899E-02
5.6099E-03,-1.819E-02
5.6140E-03,-2.139E-02
5.6181E-03,-1.899E-02
5.6222E-03,-1.979E-02
5.6263E-03,-2.059E-02
5.6303E-03,-1.979E-02
5.6344E-03,-1.899E-02
5.6385E-03,-2.219E-02
5.6426E-03,-2.139E-02
5.6467E-03,-1.979E-02
5.6507E-03,-2.219E-02
5.6548E-03,-2.059E-02
5.6589E-03,-2.139E-02
5.6630E-03,-2.299E-02
5.6671E-03,-2.139E-02
5.6711E-03,-2.379E-02
5.6752E-03,-2.299E-02
5.6793E-03,-2.299E-02
5.6834E-03,-2.299E-02
5.6875E-03,-2.299E-02
5.6915E-03,-2.219E-02
5.6956E-03,-2.299E-02
5.6997E-03,-2.539E-02
5.7038E-03,-2.139E-02
5.7079E-03,-2.299E-02
5.7119E-03,-2.459E-02
5.7160E-03,-2.219E-02
5.7201E-03,-2.459E-02
5.7242E-03,-2.299E-02
5.7283E-03,-2.459E-02
5.7323E-03,-2.299E-02
5.7364E-03,-2.459E-02
5.7405E-03,-2.459E-02
5.7446E-03,-2.379E-02
5.7487E-03,-2.539E-02
5.7527E-03,-2.459E-02
5.7568E-03,-2.539E-02
5.7609E-03,-2.699E-02
5.7650E-03,-2.459E-02
5.7691E-03,-2.539E-02
5.7731E-03,-2.539E-02
5.7772E-03,-2.619E-02
5.7813E-03,-2.699E-02
5.7854E-03,-2.619E-02
5.7895E-03,-2.779E-02
5.7935E-03,-2.699E-02
5.7976E-03,-2.859E-02
5.8017E-03,-2.779E-02
5.8058E-03,-2.539E-02
5.8099E-03,-2.619E-02
5.8139E-03,-2.699E-02
5.8180E-03,-2.779E-02
5.8221E-03,-2.779E-02
5.8262E-03,-2.619E-02
5.8303E-03,-2.779E-02
5.8343E-03,-2.859E-02
5.8384E-03,-2.779E-02
5.8425E-03,-2.779E-02
5.8466E-03,-2.779E-02
5.8507E-03,-2.859E-02
5.8547E-03,-2.859E-02
5.8588E-03,-2.779E-02
5.8629E-03,-2.859E-02
5.8670E-03,-2.939E-02
5.8711E-03,-3.019E-02
5.8751E-03,-2.699E-02
5.8792E-03,-2.939E-02
5.8833E-03,-3.019E-02
5.8874E-03,-2.939E-02
5.8915E-03,-3.019E-02
5.8955E-03,-2.939E-02
5.8996E-03,-2.939E-02
5.9037E-03,-2.859E-02
5.9078E-03,-3.019E-02
5.9119E-03,-2.939E-02
5.9159E-03,-3.019E-02
5.9200E-03,-3.099E-02
5.9241E-03,-2.859E-02
5.9282E-03,-2.699E-02
5.9323E-03,-2.859E-02
5.9363E-03,-2.779E-02
5.9404E-03,-2.859E-02
5.9445E-03,-2.859E-02
5.9486E-03,-2.939E-02
5.9527E-03,-2.699E-02
5.9567E-03,-2.779E-02
5.9608E-03,-2.859E-02
5.9649E-03,-2.779E-02
5.9690E-03,-2.779E-02
5.9731E-03,-2.859E-02
5.9771E-03,-2.699E-02
5.9812E-03,-2.699E-02
5.9853E-03,-2.939E-02
5.9894E-03,-2.779E-02
5.9935E-03,-2.699E-02
5.9975E-03,-2.859E-02
6.0016E-03,-2.859E-02
6.0057E-03,-2.859E-02
6.0098E-03,-3.019E-02
6.0139E-03,-2.699E-02
6.0179E-03,-2.859E-02
6.0220E-03,-2.859E-02
6.0261E-03,-2.779E-02
6.0302E-03,-2.539E-02
6.0343E-03,-2.699E-02
6.0383E-03,-2.859E-02
6.0424E-03,-2.699E-02
6.0465E-03,-2.539E-02
6.0506E-03,-2.779E-02
6.0547E-03,-2.619E-02
6.0587E-03,-2.779E-02
6.0628E-03,-2.779E-02
6.0669E-03,-2.779E-02
6.0710E-03,-2.699E-02
6.0751E-03,-2.619E-02
6.0791E-03,-2.699E-02
6.0832E-03,-2.619E-02
6.0873E-03,-2.699E-02
6.0914E-03,-2.619E-02
6.0955E-03,-2.539E-02
6.0995E-03,-2.699E-02
6.1036E-03,-2.619E-02
6.1077E-03,-2.539E-02
6.1118E-03,-2.299E-02
6.1159E-03,-2.619E-02
6.1199E-03,-2.459E-02
6.1240E-03,-2.539E-02
6.1281E-03,-2.379E-02
6.1322E-03,-2.619E-02
6.1363E-03,-2.379E-02
6.1403E-03,-2.459E-02
6.1444E-03,-2.379E-02
6.1485E-03,-2.299E-02
6.1526E-03,-2.299E-02
6.1567E-03,-2.379E-02
6.1607E-03,-2.299E-02
6.1648E-03,-2.219E-02
6.1689E-03,-2.299E-02
6.1730E-03,-2.219E-02
6.1771E-03,-2.299E-02
6.1811E-03,-2.379E-02
6.1852E-03,-2.139E-02
6.1893E-03,-2.219E-02
6.1934E-03,-2.299E-02
6.1975E-03,-2.219E-02
6.2015E-03,-2.299E-02
6.2056E-03,-2.059E-02
6.2097E-03,-1.979E-02
6.2138E-03,-2.139E-02
6.2179E-03,-2.139E-02
6.2219E-03,-2.059E-02
6.2260E-03,-2.139E-02
6.2301E-03,-2.059E-02
6.2342E-03,-1.979E-02
6.2383E-03,-1.979E-02
6.2423E-03,-1.899E-02
6.2464E-03,-1.899E-02
6.2505E-03,-1.819E-02
6.2546E-03,-1.739E-02
6.2587E-03,-1.819E-02
6.2627E-03,-1.819E-02
6.2668E-03,-1.819E-02
6.2709E-03,-1.819E-02
6.2750E-03,-1.979E-02
6.2791E-03,-1.819E-02
6.2831E-03,-1.659E-02
6.2872E-03,-1.659E-02
6.2913E-03,-1.739E-02
6.2954E-03,-1.819E-02
6.2995E-03,-1.659E-02
6.3035E-03,-1.419E-02
6.3076E-03,-1.339E-02
6.3117E-03,-1.339E-02
6.3158E-03,-1.499E-02
6.3199E-03,-1.499E-02
6.3239E-03,-1.259E-02
6.3280E-03,-1.339E-02
6.3321E-03,-1.339E-02
6.3362E-03,-1.179E-02
6.3403E-03,-1.339E-02
6.3443E-03,-1.179E-02
6.3484E-03,-1.099E-02
6.3525E-03,-1.099E-02
6.3566E-03,-1.019E-02
6.3607E-03,-1.019E-02
6.3647E-03,-1.019E-02
6.3688E-03,-1.019E-02
6.3729E-03,-9.388E-03
6.3770E-03,-1.019E-02
6.3811E-03,-9.388E-03
6.3851E-03,-6.988E-03
6.3892E-03,-6.988E-03
6.3933E-03,-6.188E-03
6.3974E-03,-6.188E-03
6.4015E-03,-6.188E-03
6.4055E-03,-3.788E-03
6.4096E-03,-5.388E-03
6.4137E-03,-3.788E-03
6.4178E-03,-4.588E-03
6.4219E-03,-2.988E-03
6.4259E-03,-5.388E-03
6.4300E-03,-3.788E-03
6.4341E-03,-6.188E-03
6.4382E-03,-2.988E-03
6.4423E-03,-2.988E-03
6.4463E-03,-5.881E-04
6.4504E-03,2.119E-04
6.4545E-03,-1.388E-03
6.4586E-03,-2.988E-03
6.4627E-03,-5.881E-04
6.4667E-03,1.812E-03
6.4708E-03,-1.388E-03
6.4749E-03,1.812E-03
6.4790E-03,2.612E-03
6.4831E-03,3.412E-03
6.4871E-03,3.412E-03
6.4912E-03,4.212E-03
6.4953E-03,3.412E-03
6.4994E-03,5.012E-03
6.5035E-03,5.012E-03
6.5075E-03,5.012E-03
6.5116E-03,3.412E-03
6.5157E-03,5.012E-03
6.5198E-03,5.812E-03
6.5239E-03,5.012E-03
6.5279E-03,7.412E-03
6.5320E-03,7.412E-03
6.5361E-03,6.612E-03
6.5402E-03,6.612E-03
6.5443E-03,8.212E-03
6.5483E-03,7.412E-03
6.5524E-03,9.812E-03
6.5565E-03,1.061E-02
6.5606E-03,9.012E-03
6.5647E-03,8.212E-03
6.5687E-03,1.141E-02
6.5728E-03,9.812E-03
6.5769E-03,1.141E-02
6.5810E-03,9.812E-03
6.5851E-03,1.141E-02
6.5891E-03,1.141E-02
6.5932E-03,1.381E-02
6.5973E-03,1.301E-02
6.6014E-03,1.221E-02
6.6055E-03,1.381E-02
6.6095E-03,1.301E-02
6.6136E-03,1.381E-02
6.6177E-03,1.301E-02
6.6218E-03,1.381E-02
6.6259E-03,1.381E-02
6.6299E-03,1.461E-02
6.6340E-03,1.381E-02
6.6381E-03,1.541E-02
6.6422E-03,1.381E-02
6.6463E-03,1.381E-02
6.6503E-03,1.461E-02
6.6544E-03,1.621E-02
6.6585E-03,1.621E-02
6.6626E-03,1.621E-02
6.6667E-03,1.701E-02
6.6707E-03,1.621E-02
6.6748E-03,1.701E-02
6.6789E-03,1.781E-02
6.6830E-03,1.781E-02
6.6871E-03,1.701E-02
6.6911E-03,1.781E-02
6.6952E-03,1.701E-02
6.6993E-03,1.941E-02
6.7034E-03,1.941E-02
6.7075E-03,1.781E-02
6.7115E-03,1.861E-02
6.7156E-03,1.861E-02
6.7197E-03,1.861E-02
6.7238E-03,1.781E-02
6.7279E-03,1.861E-02
6.7319E-03,1.861E-02
6.7360E-03,1.861E-02
6.7401E-03,1.701E-02
6.7442E-03,1.861E-02
6.7483E-03,1.941E-02
6.7523E-03,1.861E-02
6.7564E-03,1.861E-02
6.7605E-03,2.101E-02
6.7646E-03,2.101E-02
6.7687E-03,2.021E-02
6.7727E-03,2.101E-02
6.7768E-03,2.181E-02
6.7809E-03,2.421E-02
6.7850E-03,2.101E-02
6.7891E-03,2.261E-02
6.7931E-03,2.181E-02
6.7972E-03,2.261E-02
6.8013E-03,2.101E-02
6.8054E-03,2.181E-02
6.8095E-03,2.181E-02
6.8135E-03,2.021E-02
6.8176E-03,2.101E-02
6.8217E-03,2.181E-02
6.8258E-03,2.181E-02
6.8299E-03,2.021E-02
6.8339E-03,2.021E-02
6.8380E-03,2.101E-02
6.8421E-03,2.181E-02
6.8462E-03,2.181E-02
6.8503E-03,2.421E-02
6.8543E-03,2.261E-02
6.8584E-03,2.341E-02
6.8625E-03,2.501E-02
6.8666E-03,2.501E-02
6.8707E-03,2.421E-02
6.8747E-03,2.421E-02
6.8788E-03,2.501E-02
6.8829E-03,2.421E-02
6.8870E-03,2.341E-02
6.8911E-03,2.421E-02
6.8951E-03,2.341E-02
6.8992E-03,2.261E-02
6.9033E-03,2.341E-02
6.9074E-03,2.341E-02
6.9115E-03,2.261E-02
6.9155E-03,2.421E-02
6.9196E-03,2.181E-02
6.9237E-03,2.181E-02
6.9278E-03,2.501E-02
6.9319E-03,2.261E-02
6.9359E-03,2.421E-02
6.9400E-03,2.421E-02
6.9441E-03,2.501E-02
6.9482E-03,2.501E-02
6.9523E-03,2.501E-02
6.9563E-03,2.421E-02
6.9604E-03,2.501E-02
6.9645E-03,2.661E-02
6.9686E-03,2.661E-02
6.9727E-03,2.501E-02
6.9767E-03,2.501E-02
6.9808E-03,2.581E-02
6.9849E-03,2.501E-02
6.9890E-03,2.501E-02
6.9931E-03,2.501E-02
6.9971E-03,2.341E-02
7.0012E-03,2.261E-02
7.0053E-03,2.421E-02
7.0094E-03,2.341E-02
7.0135E-03,2.261E-02
7.0175E-03,2.341E-02
7.0216E-03,2.341E-02
7.0257E-03,2.261E-02
7.0298E-03,2.421E-02
7.0339E-03,2.101E-02
7.0379E-03,2.421E-02
7.0420E-03,2.421E-02
7.0461E-03,2.421E-02
7.0502E-03,2.341E-02
7.0543E-03,2.421E-02
7.0583E-03,2.501E-02
7.0624E-03,2.501E-02
7.0665E-03,2.501E-02
7.0706E-03,2.261E-02
7.0747E-03,2.341E-02
7.0787E-03,2.341E-02
7.0828E-03,2.421E-02
7.0869E-03,2.421E-02
7.0910E-03,2.421E-02
7.0951E-03,2.341E-02
7.0991E-03,2.101E-02
7.1032E-03,2.181E-02
7.1073E-03,2.181E-02
7.1114E-03,2.101E-02
7.1155E-03,2.021E-02
7.1195E-03,2.181E-02
7.1236E-03,2.101E-02
7.1277E-03,2.021E-02
7.1318E-03,2.181E-02
7.1359E-03,2.021E-02
7.1399E-03,2.101E-02
7.1440E-03,2.021E-02
7.1481E-03,2.101E-02
7.1522E-03,2.181E-02
7.1563E-03,2.021E-02
7.1603E-03,2.021E-02
7.1644E-03,2.181E-02
7.1685E-03,2.261E-02
7.1726E-03,2.181E-02
7.1767E-03,2.101E-02
7.1807E-03,1.941E-02
7.1848E-03,2.101E-02
7.1889E-03,2.101E-02
7.1930E-03,2.101E-02
7.1971E-03,2.021E-02
7.2011E-03,1.941E-02
7.2052E-03,1.941E-02
7.2093E-03,1.781E-02
7.2134E-03,1.941E-02
7.2175E-03,1.701E-02
7.2215E-03,1.701E-02
7.2256E-03,1.781E-02
7.2297E-03,1.621E-02
7.2338E-03,1.621E-02
7.2379E-03,1.621E-02
7.2419E-03,1.781E-02
7.2460E-03,1.541E-02
7.2501E-03,1.621E-02
7.2542E-03,1.701E-02
7.2583E-03,1.541E-02
7.2623E-03,1.541E-02
7.2664E-03,1.621E-02
7.2705E-03,1.621E-02
7.2746E-03,1.781E-02
7.2787E-03,1.621E-02
7.2827E-03,1.701E-02
7.2868E-03,1.621E-02
7.2909E-03,1.781E-02
7.2950E-03,1.541E-02
7.2991E-03,1.701E-02
7.3031E-03,1.461E-02
7.3072E-03,1.541E-02
7.3113E-03,1.541E-02
7.3154E-03,1.461E-02
7.3195E-03,1.541E-02
7.3235E-03,1.301E-02
7.3276E-03,1.301E-02
7.3317E-03,1.381E-02
7.3358E-03,1.381E-02
7.3399E-03,1.381E-02
7.3439E-03,1.541E-02
7.3480E-03,1.301E-02
7.3521E-03,1.541E-02
7.3562E-03,1.541E-02
7.3603E-03,1.301E-02
7.3643E-03,1.221E-02
7.3684E-03,1.061E-02
7.3725E-03,1.221E-02
7.3766E-03,1.221E-02
7.3807E-03,1.301E-02
7.3847E-03,1.301E-02
7.3888E-03,1.221E-02
7.3929E-03,1.221E-02
7.3970E-03,1.061E-02
7.4011E-03,1.141E-02
7.4051E-03,1.061E-02
7.4092E-03,9.812E-03
7.4133E-03,9.812E-03
7.4174E-03,1.061E-02
7.4215E-03,1.061E-02
7.4255E-03,9.812E-03
7.4296E-03,9.812E-03
7.4337E-03,9.012E-03
7.4378E-03,7.412E-03
7.4419E-03,6.612E-03
7.4459E-03,6.612E-03
7.4500E-03,7.412E-03
7.4541E-03,8.212E-03
7.4582E-03,5.812E-03
7.4623E-03,7.412E-03
7.4663E-03,5.812E-03
7.4704E-03,5.812E-03
7.4745E-03,5.812E-03
7.4786E-03,4.212E-03
7.4827E-03,4.212E-03
7.4867E-03,4.212E-03
7.4908E-03,2.612E-03
7.4949E-03,4.212E-03
7.4990E-03,4.212E-03
7.5031E-03,2.612E-03
7.5071E-03,3.412E-03
7.5112E-03,2.612E-03
7.5153E-03,3.412E-03
7.5194E-03,3.412E-03
7.5235E-03,1.012E-03
7.5275E-03,1.812E-03
7.5316E-03,1.812E-03
7.5357E-03,1.812E-03
7.5398E-03,2.119E-04
7.5439E-03,1.012E-03
7.5479E-03,-5.881E-04
7.5520E-03,2.119E-04
7.5561E-03,-5.881E-04
7.5602E-03,-2.188E-03
7.5643E-03,-1.388E-03
7.5683E-03,-2.188E-03
7.5724E-03,-2.188E-03
7.5765E-03,-3.788E-03
7.5806E-03,-4.588E-03
7.5847E-03,-6.188E-03
7.5887E-03,-4.588E-03
7.5928E-03,-5.388E-03
7.5969E-03,-6.188E-03
7.6010E-03,-6.988E-03
7.6051E-03,-6.988E-03
7.6091E-03,-6.188E-03
7.6132E-03,-6.988E-03
7.6173E-03,-7.788E-03
7.6214E-03,-9.388E-03
7.6255E-03,-7.788E-03
7.6295E-03,-1.019E-02
7.6336E-03,-1.179E-02
7.6377E-03,-9.388E-03
7.6418E-03,-1.099E-02
7.6459E-03,-1.099E-02
7.6499E-03,-1.259E-02
7.6540E-03,-1.179E-02
7.6581E-03,-1.339E-02
7.6622E-03,-1.179E-02
7.6663E-03,-1.339E-02
7.6703E-03,-1.419E-02
7.6744E-03,-1.419E-02
7.6785E-03,-1.499E-02
7.6826E-03,-1.419E-02
7.6867E-03,-1.499E-02
7.6907E-03,-1.659E-02
7.6948E-03,-1.499E-02
7.6989E-03,-1.659E-02
7.7030E-03,-1.579E-02
7.7071E-03,-1.819E-02
7.7111E-03,-1.579E-02
7.7152E-03,-1.899E-02
7.7193E-03,-1.819E-02
7.7234E-03,-1.739E-02
7.7275E-03,-1.899E-02
7.7315E-03,-1.819E-02
7.7356E-03,-1.979E-02
7.7397E-03,-1.979E-02
7.7438E-03,-2.059E-02
7.7479E-03,-2.059E-02
7.7519E-03,-2.059E-02
7.7560E-03,-2.139E-02
7.7601E-03,-2.139E-02
7.7642E-03,-2.139E-02
7.7683E-03,-2.059E-02
7.7723E-03,-2.219E-02
7.7764E-03,-1.979E-02
7.7805E-03,-1.979E-02
7.7846E-03,-2.139E-02
7.7887E-03,-2.139E-02
7.7927E-03,-2.219E-02
7.7968E-03,-2.219E-02
7.8009E-03,-1.979E-02
7.8050E-03,-2.059E-02
7.8091E-03,-2.219E-02
7.8131E-03,-2.059E-02
7.8172E-03,-2.379E-02
7.8213E-03,-2.379E-02
7.8254E-03,-2.299E-02
7.8295E-03,-2.459E-02
7.8335E-03,-2.299E-02
7.8376E-03,-2.299E-02
7.8417E-03,-2.459E-02
7.8458E-03,-2.379E-02
7.8499E-03,-2.379E-02
7.8539E-03,-2.299E-02
7.8580E-03,-2.379E-02
7.8621E-03,-2.379E-02
7.8662E-03,-2.539E-02
7.8703E-03,-2.299E-02
7.8743E-03,-2.459E-02
7.8784E-03,-2.379E-02
7.8825E-03,-2.299E-02
7.8866E-03,-2.459E-02
7.8907E-03,-2.379E-02
7.8947E-03,-2.459E-02
7.8988E-03,-2.539E-02
7.9029E-03,-2.539E-02
7.9070E-03,-2.699E-02
7.9111E-03,-2.459E-02
7.9151E-03,-2.699E-02
7.9192E-03,-2.539E-02
7.9233E-03,-2.539E-02
7.9274E-03,-2.619E-02
7.9315E-03,-2.539E-02
7.9355E-03,-2.539E-02
7.9396E-03,-2.459E-02
7.9437E-03,-2.539E-02
7.9478E-03,-2.779E-02
7.9519E-03,-2.619E-02
7.9559E-03,-2.859E-02
7.9600E-03,-2.699E-02
7.9641E-03,-2.779E-02
7.9682E-03,-2.699E-02
7.9723E-03,-2.779E-02
7.9763E-03,-2.779E-02
7.9804E-03,-2.699E-02
7.9845E-03,-2.779E-02
7.9886E-03,-2.779E-02
7.9927E-03,-2.779E-02
7.9967E-03,-2.779E-02
8.0008E-03,-2.859E-02
8.0049E-03,-2.619E-02
8.0090E-03,-2.699E-02
8.0131E-03,-2.939E-02
8.0171E-03,-2.699E-02
8.0212E-03,-2.859E-02
8.0253E-03,-2.779E-02
8.0294E-03,-2.779E-02
8.0335E-03,-2.779E-02
8.0375E-03,-2.939E-02
8.0416E-03,-2.699E-02
8.0457E-03,-2.779E-02
8.0498E-03,-2.859E-02
8.0539E-03,-2.779E-02
8.0579E-03,-2.779E-02
8.0620E-03,-2.859E-02
8.0661E-03,-2.859E-02
8.0702E-03,-3.019E-02
8.0743E-03,-2.699E-02
8.0783E-03,-2.859E-02
8.0824E-03,-2.779E-02
8.0865E-03,-2.939E-02
8.0906E-03,-2.699E-02
8.0947E-03,-2.859E-02
8.0987E-03,-2.939E-02
8.1028E-03,-2.699E-02
8.1069E-03,-2.779E-02
8.1110E-03,-2.859E-02
8.1151E-03,-2.859E-02
8.1191E-03,-3.019E-02
8.1232E-03,-2.859E-02
8.1273E-03,-2.539E-02
8.1314E-03,-2.779E-02
8.1355E-03,-2.859E-02
8.1395E-03,-2.859E-02
8.1436E-03,-2.699E-02
8.1477E-03,-2.859E-02
8.1518E-03,-2.779E-02
8.1559E-03,-2.619E-02
8.1599E-03,-2.859E-02
8.1640E-03,-2.939E-02
8.1681E-03,-2.699E-02
8.1722E-03,-2.699E-02
8.1763E-03,-2.699E-02
8.1803E-03,-2.619E-02
8.1844E-03,-2.619E-02
8.1885E-03,-2.699E-02
8.1926E-03,-2.619E-02
8.1967E-03,-2.779E-02
8.2007E-03,-2.619E-02
8.2048E-03,-2.699E-02
8.2089E-03,-2.459E-02
8.2130E-03,-2.699E-02
8.2171E-03,-2.459E-02
8.2211E-03,-2.539E-02
8.2252E-03,-2.619E-02
8.2293E-03,-2.619E-02
8.2334E-03,-2.699E-02
8.2375E-03,-2.459E-02
8.2415E-03,-2.619E-02
8.2456E-03,-2.299E-02
8.2497E-03,-2.539E-02
8.2538E-03,-2.699E-02
8.2579E-03,-2.539E-02
8.2619E-03,-2.459E-02
8.2660E-03,-2.459E-02
8.2701E-03,-2.459E-02
8.2742E-03,-2.379E-02
8.2783E-03,-2.299E-02
8.2823E-03,-2.619E-02
8.2864E-03,-2.299E-02
8.2905E-03,-2.459E-02
8.2946E-03,-2.379E-02
8.2987E-03,-2.219E-02
8.3027E-03,-2.299E-02
8.3068E-03,-2.299E-02
8.3109E-03,-2.299E-02
8.3150E-03,-2.139E-02
8.3191E-03,-2.299E-02
8.3231E-03,-2.219E-02
8.3272E-03,-2.139E-02
8.3313E-03,-2.219E-02
8.3354E-03,-2.139E-02
8.3395E-03,-2.059E-02
8.3435E-03,-2.219E-02
8.3476E-03,-2.139E-02
8.3517E-03,-2.059E-02
8.3558E-03,-2.139E-02
8.3599E-03,-2.219E-02
8.3639E-03,-2.219E-02
8.3680E-03,-2.059E-02
8.3721E-03,-2.139E-02
8.3762E-03,-2.139E-02
8.3803E-03,-2.139E-02
8.3843E-03,-1.899E-02
8.3884E-03,-1.819E-02
8.3925E-03,-1.979E-02
8.3966E-03,-2.059E-02
8.4007E-03,-1.739E-02
8.4047E-03,-1.979E-02
8.4088E-03,-1.819E-02
8.4129E-03,-1.819E-02
8.4170E-03,-1.659E-02
8.4211E-03,-1.739E-02
8.4251E-03,-1.579E-02
8.4292E-03,-1.659E-02
8.4333E-03,-1.899E-02
8.4374E-03,-1.499E-02
8.4415E-03,-1.419E-02
8.4455E-03,-1.339E-02
8.4496E-03,-1.579E-02
8.4537E-03,-1.339E-02
8.4578E-03,-1.339E-02
8.4619E-03,-1.339E-02
8.4659E-03,-1.259E-02
8.4700E-03,-1.259E-02
8.4741E-03,-1.259E-02
8.4782E-03,-1.259E-02
8.4823E-03,-1.179E-02
8.4863E-03,-1.019E-02
8.4904E-03,-1.099E-02
8.4945E-03,-7.788E-03
8.4986E-03,-1.019E-02
8.5027E-03,-7.788E-03
8.5067E-03,-9.388E-03
8.5108E-03,-8.588E-03
8.5149E-03,-8.588E-03
8.5190E-03,-8.588E-03
8.5231E-03,-7.788E-03
8.5271E-03,-5.388E-03
8.5312E-03,-6.188E-03
8.5353E-03,-4.588E-03
8.5394E-03,-3.788E-03
8.5435E-03,-5.388E-03
8.5475E-03,-6.188E-03
8.5516E-03,-5.388E-03
8.5557E-03,-4.588E-03
8.5598E-03,-3.788E-03
8.5639E-03,-1.388E-03
8.5679E-03,-2.988E-03
8.5720E-03,-2.988E-03
8.5761E-03,-5.881E-04
8.5802E-03,1.012E-03
8.5843E-03,-5.881E-04
8.5883E-03,-1.388E-03
8.5924E-03,-5.881E-04
8.5965E-03,-1.388E-03
8.6006E-03,2.119E-04
8.6047E-03,1.012E-03
8.6087E-03,1.012E-03
8.6128E-03,2.612E-03
8.6169E-03,1.812E-03
8.6210E-03,1.812E-03
8.6251E-03,2.612E-03
8.6291E-03,1.812E-03
8.6332E-03,3.412E-03
8.6373E-03,4.212E-03
8.6414E-03,5.812E-03
8.6455E-03,5.812E-03
8.6495E-03,6.612E-03
8.6536E-03,6.612E-03
8.6577E-03,6.612E-03
8.6618E-03,6.612E-03
8.6659E-03,5.812E-03
8.6699E-03,7.412E-03
8.6740E-03,8.212E-03
8.6781E-03,9.012E-03
8.6822E-03,9.012E-03
8.6863E-03,8.212E-03
8.6903E-03,9.812E-03
8.6944E-03,9.812E-03
8.6985E-03,9.812E-03
8.7026E-03,9.812E-03
8.7067E-03,1.061E-02
8.7107E-03,1.061E-02
8.7148E-03,1.061E-02
8.7189E-03,1.221E-02
8.7230E-03,1.141E-02
8.7271E-03,1.221E-02
8.7311E-03,1.141E-02
8.7352E-03,1.301E-02
8.7393E-03,1.221E-02
8.7434E-03,1.301E-02
8.7475E-03,1.381E-02
8.7515E-03,1.381E-02
8.7556E-03,1.381E-02
8.7597E-03,1.381E-02
8.7638E-03,1.541E-02
8.7679E-03,1.461E-02
8.7719E-03,1.541E-02
8.7760E-03,1.621E-02
8.7801E-03,1.381E-02
8.7842E-03,1.541E-02
8.7883E-03,1.541E-02
8.7923E-03,1.621E-02
8.7964E-03,1.621E-02
8.8005E-03,1.701E-02
8.8046E-03,1.621E-02
8.8087E-03,1.621E-02
8.8127E-03,1.541E-02
8.8168E-03,1.781E-02
8.8209E-03,1.701E-02
8.8250E-03,1.781E-02
8.8291E-03,1.781E-02
8.8331E-03,1.701E-02
8.8372E-03,2.021E-02
8.8413E-03,1.941E-02
8.8454E-03,1.941E-02
8.8495E-03,1.781E-02
8.8535E-03,2.021E-02
8.8576E-03,1.781E-02
8.8617E-03,2.021E-02
8.8658E-03,1.941E-02
8.8699E-03,1.941E-02
8.8739E-03,1.941E-02
8.8780E-03,2.021E-02
8.8821E-03,2.021E-02
8.8862E-03,1.861E-02
8.8903E-03,1.941E-02
8.8943E-03,1.781E-02
8.8984E-03,1.861E-02
8.9025E-03,2.021E-02
8.9066E-03,1.941E-02
8.9107E-03,1.861E-02
8.9147E-03,1.941E-02
