[s],CH1[V]
1.5626E-03,-2.779E-02
1.5667E-03,-2.699E-02
1.5707E-03,-2.939E-02
1.5748E-03,-2.699E-02
1.5789E-03,-2.779E-02
1.5830E-03,-2.699E-02
1.5871E-03,-2.619E-02
1.5911E-03,-2.859E-02
1.5952E-03,-2.619E-02
1.5993E-03,-2.859E-02
1.6034E-03,-2.859E-02
1.6075E-03,-2.859E-02
1.6115E-03,-2.699E-02
1.6156E-03,-2.859E-02
1.6197E-03,-2.779E-02
1.6238E-03,-2.859E-02
1.6279E-03,-2.619E-02
1.6319E-03,-2.619E-02
1.6360E-03,-2.619E-02
1.6401E-03,-2.859E-02
1.6442E-03,-2.939E-02
1.6483E-03,-2.859E-02
1.6523E-03,-2.859E-02
1.6564E-03,-2.939E-02
1.6605E-03,-2.939E-02
1.6646E-03,-2.939E-02
1.6687E-03,-2.859E-02
1.6727E-03,-2.939E-02
1.6768E-03,-2.939E-02
1.6809E-03,-2.859E-02
1.6850E-03,-2.779E-02
1.6891E-03,-2.699E-02
1.6931E-03,-2.859E-02
1.6972E-03,-2.779E-02
1.7013E-03,-2.539E-02
1.7054E-03,-2.859E-02
1.7095E-03,-2.859E-02
1.7135E-03,-2.779E-02
1.7176E-03,-2.779E-02
1.7217E-03,-2.779E-02
1.7258E-03,-2.779E-02
1.7299E-03,-2.779E-02
1.7339E-03,-2.779E-02
1.7380E-03,-2.699E-02
1.7421E-03,-2.859E-02
1.7462E-03,-2.939E-02
1.7503E-03,-2.699E-02
1.7543E-03,-2.699E-02
1.7584E-03,-2.859E-02
1.7625E-03,-2.699E-02
1.7666E-03,-2.619E-02
1.7707E-03,-2.779E-02
1.7747E-03,-2.779E-02
1.7788E-03,-2.779E-02
1.7829E-03,-2.699E-02
1.7870E-03,-2.619E-02
1.7911E-03,-2.539E-02
1.7951E-03,-2.539E-02
1.7992E-03,-2.619E-02
1.8033E-03,-2.699E-02
1.8074E-03,-2.619E-02
1.8115E-03,-2.619E-02
1.8155E-03,-2.619E-02
1.8196E-03,-2.539E-02
1.8237E-03,-2.459E-02
1.8278E-03,-2.459E-02
1.8319E-03,-2.219E-02
1.8359E-03,-2.459E-02
1.8400E-03,-2.539E-02
1.8441E-03,-2.459E-02
1.8482E-03,-2.379E-02
1.8523E-03,-2.459E-02
1.8563E-03,-2.539E-02
1.8604E-03,-2.299E-02
1.8645E-03,-2.379E-02
1.8686E-03,-2.459E-02
1.8727E-03,-2.459E-02
1.8767E-03,-2.299E-02
1.8808E-03,-2.459E-02
1.8849E-03,-2.299E-02
1.8890E-03,-2.219E-02
1.8931E-03,-2.379E-02
1.8971E-03,-2.299E-02
1.9012E-03,-2.219E-02
1.9053E-03,-2.219E-02
1.9094E-03,-2.139E-02
1.9135E-03,-2.299E-02
1.9175E-03,-2.059E-02
1.9216E-03,-2.059E-02
1.9257E-03,-2.139E-02
1.9298E-03,-2.059E-02
1.9339E-03,-1.979E-02
1.9379E-03,-2.059E-02
1.9420E-03,-2.059E-02
1.9461E-03,-2.139E-02
1.9502E-03,-1.979E-02
1.9543E-03,-2.059E-02
1.9583E-03,-1.819E-02
1.9624E-03,-1.899E-02
1.9665E-03,-1.979E-02
1.9706E-03,-1.979E-02
1.9747E-03,-1.979E-02
1.9787E-03,-1.979E-02
1.9828E-03,-2.059E-02
1.9869E-03,-1.659E-02
1.9910E-03,-1.739E-02
1.9951E-03,-1.899E-02
1.9991E-03,-1.659E-02
2.0032E-03,-1.739E-02
2.0073E-03,-1.659E-02
2.0114E-03,-1.579E-02
2.0155E-03,-1.499E-02
2.0195E-03,-1.659E-02
2.0236E-03,-1.579E-02
2.0277E-03,-1.579E-02
2.0318E-03,-1.339E-02
2.0359E-03,-1.419E-02
2.0399E-03,-1.499E-02
2.0440E-03,-1.339E-02
2.0481E-03,-1.259E-02
2.0522E-03,-1.339E-02
2.0563E-03,-1.419E-02
2.0603E-03,-1.099E-02
2.0644E-03,-1.179E-02
2.0685E-03,-1.019E-02
2.0726E-03,-1.099E-02
2.0767E-03,-9.388E-03
2.0807E-03,-1.099E-02
2.0848E-03,-9.388E-03
2.0889E-03,-1.019E-02
2.0930E-03,-1.099E-02
2.0971E-03,-8.588E-03
2.1011E-03,-9.388E-03
2.1052E-03,-9.388E-03
2.1093E-03,-6.988E-03
2.1134E-03,-6.988E-03
2.1175E-03,-6.988E-03
2.1215E-03,-6.188E-03
2.1256E-03,-6.988E-03
2.1297E-03,-6.188E-03
2.1338E-03,-5.388E-03
2.1379E-03,-4.588E-03
2.1419E-03,-4.588E-03
2.1460E-03,-3.788E-03
2.1501E-03,-3.788E-03
2.1542E-03,-3.788E-03
2.1583E-03,-2.988E-03
2.1623E-03,-2.988E-03
2.1664E-03,-2.188E-03
2.1705E-03,-2.188E-03
2.1746E-03,-1.388E-03
2.1787E-03,2.119E-04
2.1827E-03,2.119E-04
2.1868E-03,2.612E-03
2.1909E-03,-5.881E-04
2.1950E-03,2.612E-03
2.1991E-03,1.812E-03
2.2031E-03,1.812E-03
2.2072E-03,1.812E-03
2.2113E-03,1.812E-03
2.2154E-03,1.812E-03
2.2195E-03,3.412E-03
2.2235E-03,2.612E-03
2.2276E-03,4.212E-03
2.2317E-03,6.612E-03
2.2358E-03,5.012E-03
2.2399E-03,5.812E-03
2.2439E-03,6.612E-03
2.2480E-03,6.612E-03
2.2521E-03,7.412E-03
2.2562E-03,8.212E-03
2.2603E-03,9.012E-03
2.2643E-03,7.412E-03
2.2684E-03,8.212E-03
2.2725E-03,8.212E-03
2.2766E-03,9.812E-03
2.2807E-03,9.812E-03
2.2847E-03,9.812E-03
2.2888E-03,9.012E-03
2.2929E-03,1.061E-02
2.2970E-03,1.061E-02
2.3011E-03,1.061E-02
2.3051E-03,1.061E-02
2.3092E-03,1.221E-02
2.3133E-03,1.141E-02
2.3174E-03,1.141E-02
2.3215E-03,1.301E-02
2.3255E-03,1.221E-02
2.3296E-03,1.381E-02
2.3337E-03,1.461E-02
2.3378E-03,1.381E-02
2.3419E-03,1.461E-02
2.3459E-03,1.381E-02
2.3500E-03,1.461E-02
2.3541E-03,1.541E-02
2.3582E-03,1.461E-02
2.3623E-03,1.541E-02
2.3663E-03,1.381E-02
2.3704E-03,1.621E-02
2.3745E-03,1.621E-02
2.3786E-03,1.541E-02
2.3827E-03,1.701E-02
2.3867E-03,1.461E-02
2.3908E-03,1.541E-02
2.3949E-03,1.701E-02
2.3990E-03,1.541E-02
2.4031E-03,1.781E-02
2.4071E-03,1.621E-02
2.4112E-03,1.861E-02
2.4153E-03,1.781E-02
2.4194E-03,1.701E-02
2.4235E-03,1.781E-02
2.4275E-03,1.861E-02
2.4316E-03,1.781E-02
2.4357E-03,2.021E-02
2.4398E-03,1.941E-02
2.4439E-03,2.021E-02
2.4479E-03,1.861E-02
2.4520E-03,2.101E-02
2.4561E-03,2.021E-02
2.4602E-03,1.941E-02
2.4643E-03,1.861E-02
2.4683E-03,2.101E-02
2.4724E-03,2.101E-02
2.4765E-03,2.101E-02
2.4806E-03,2.021E-02
2.4847E-03,2.021E-02
2.4887E-03,1.941E-02
2.4928E-03,2.021E-02
2.4969E-03,2.021E-02
2.5010E-03,1.861E-02
2.5051E-03,1.941E-02
2.5091E-03,2.021E-02
2.5132E-03,1.861E-02
2.5173E-03,1.941E-02
2.5214E-03,2.021E-02
2.5255E-03,2.101E-02
2.5295E-03,2.181E-02
2.5336E-03,2.181E-02
2.5377E-03,2.181E-02
2.5418E-03,2.341E-02
2.5459E-03,2.501E-02
2.5499E-03,2.341E-02
2.5540E-03,2.341E-02
2.5581E-03,2.261E-02
2.5622E-03,2.261E-02
2.5663E-03,2.421E-02
2.5703E-03,2.261E-02
2.5744E-03,2.421E-02
2.5785E-03,2.101E-02
2.5826E-03,2.261E-02
2.5867E-03,2.261E-02
2.5907E-03,2.341E-02
2.5948E-03,2.261E-02
2.5989E-03,2.181E-02
2.6030E-03,2.261E-02
2.6071E-03,2.341E-02
2.6111E-03,2.341E-02
2.6152E-03,2.421E-02
2.6193E-03,2.421E-02
2.6234E-03,2.421E-02
2.6275E-03,2.501E-02
2.6315E-03,2.421E-02
2.6356E-03,2.501E-02
2.6397E-03,2.501E-02
2.6438E-03,2.581E-02
2.6479E-03,2.581E-02
2.6519E-03,2.501E-02
2.6560E-03,2.501E-02
2.6601E-03,2.421E-02
2.6642E-03,2.501E-02
2.6683E-03,2.581E-02
2.6723E-03,2.341E-02
2.6764E-03,2.421E-02
2.6805E-03,2.341E-02
2.6846E-03,2.261E-02
2.6887E-03,2.341E-02
2.6927E-03,2.421E-02
2.6968E-03,2.261E-02
2.7009E-03,2.341E-02
2.7050E-03,2.341E-02
2.7091E-03,2.341E-02
2.7131E-03,2.581E-02
2.7172E-03,2.421E-02
2.7213E-03,2.501E-02
2.7254E-03,2.421E-02
2.7295E-03,2.501E-02
2.7335E-03,2.581E-02
2.7376E-03,2.421E-02
2.7417E-03,2.581E-02
2.7458E-03,2.501E-02
2.7499E-03,2.581E-02
2.7539E-03,2.501E-02
2.7580E-03,2.421E-02
2.7621E-03,2.421E-02
2.7662E-03,2.501E-02
2.7703E-03,2.421E-02
2.7743E-03,2.501E-02
2.7784E-03,2.421E-02
2.7825E-03,2.261E-02
2.7866E-03,2.261E-02
2.7907E-03,2.181E-02
2.7947E-03,2.421E-02
2.7988E-03,2.021E-02
2.8029E-03,2.181E-02
2.8070E-03,2.101E-02
2.8111E-03,2.261E-02
2.8151E-03,2.181E-02
2.8192E-03,2.421E-02
2.8233E-03,2.341E-02
2.8274E-03,2.261E-02
2.8315E-03,2.421E-02
2.8355E-03,2.341E-02
2.8396E-03,2.261E-02
2.8437E-03,2.341E-02
2.8478E-03,2.341E-02
2.8519E-03,2.261E-02
2.8559E-03,2.341E-02
2.8600E-03,2.261E-02
2.8641E-03,2.261E-02
2.8682E-03,2.181E-02
2.8723E-03,2.261E-02
2.8763E-03,2.101E-02
2.8804E-03,2.101E-02
2.8845E-03,2.101E-02
2.8886E-03,1.861E-02
2.8927E-03,1.941E-02
2.8967E-03,1.861E-02
2.9008E-03,1.941E-02
2.9049E-03,1.861E-02
2.9090E-03,1.861E-02
2.9131E-03,1.781E-02
2.9171E-03,2.021E-02
2.9212E-03,2.101E-02
2.9253E-03,1.941E-02
2.9294E-03,1.861E-02
2.9335E-03,1.701E-02
2.9375E-03,1.861E-02
2.9416E-03,1.941E-02
2.9457E-03,1.861E-02
2.9498E-03,1.861E-02
2.9539E-03,1.941E-02
2.9579E-03,2.021E-02
2.9620E-03,1.861E-02
2.9661E-03,1.941E-02
2.9702E-03,1.941E-02
2.9743E-03,1.781E-02
2.9783E-03,1.781E-02
2.9824E-03,1.701E-02
2.9865E-03,1.621E-02
2.9906E-03,1.701E-02
2.9947E-03,1.701E-02
2.9987E-03,1.621E-02
3.0028E-03,1.541E-02
3.0069E-03,1.541E-02
3.0110E-03,1.461E-02
3.0151E-03,1.461E-02
3.0191E-03,1.621E-02
3.0232E-03,1.541E-02
3.0273E-03,1.461E-02
3.0314E-03,1.381E-02
3.0355E-03,1.301E-02
3.0395E-03,1.461E-02
3.0436E-03,1.381E-02
3.0477E-03,1.461E-02
3.0518E-03,1.541E-02
3.0559E-03,1.301E-02
3.0599E-03,1.381E-02
3.0640E-03,1.541E-02
3.0681E-03,1.381E-02
3.0722E-03,1.381E-02
3.0763E-03,1.461E-02
3.0803E-03,1.301E-02
3.0844E-03,1.221E-02
3.0885E-03,1.301E-02
3.0926E-03,1.461E-02
3.0967E-03,1.221E-02
3.1007E-03,1.301E-02
3.1048E-03,1.301E-02
3.1089E-03,1.141E-02
3.1130E-03,1.061E-02
3.1171E-03,1.141E-02
3.1211E-03,1.061E-02
3.1252E-03,1.061E-02
3.1293E-03,1.221E-02
3.1334E-03,9.812E-03
3.1375E-03,1.061E-02
3.1415E-03,1.141E-02
3.1456E-03,9.812E-03
3.1497E-03,8.212E-03
3.1538E-03,9.012E-03
3.1579E-03,8.212E-03
3.1619E-03,9.012E-03
3.1660E-03,7.412E-03
3.1701E-03,9.812E-03
3.1742E-03,6.612E-03
3.1783E-03,7.412E-03
3.1823E-03,8.212E-03
3.1864E-03,7.412E-03
3.1905E-03,7.412E-03
3.1946E-03,6.612E-03
3.1987E-03,5.812E-03
3.2027E-03,5.012E-03
3.2068E-03,5.812E-03
3.2109E-03,5.812E-03
3.2150E-03,5.012E-03
3.2191E-03,3.412E-03
3.2231E-03,5.012E-03
3.2272E-03,4.212E-03
3.2313E-03,4.212E-03
3.2354E-03,3.412E-03
3.2395E-03,4.212E-03
3.2435E-03,1.012E-03
3.2476E-03,3.412E-03
3.2517E-03,1.812E-03
3.2558E-03,1.012E-03
3.2599E-03,1.012E-03
3.2639E-03,1.012E-03
3.2680E-03,2.119E-04
3.2721E-03,1.812E-03
3.2762E-03,-1.388E-03
3.2803E-03,2.119E-04
3.2843E-03,-1.388E-03
3.2884E-03,-5.881E-04
3.2925E-03,-3.788E-03
3.2966E-03,-2.988E-03
3.3007E-03,-2.988E-03
3.3047E-03,-2.988E-03
3.3088E-03,-4.588E-03
3.3129E-03,-3.788E-03
3.3170E-03,-4.588E-03
3.3211E-03,-6.188E-03
3.3251E-03,-4.588E-03
3.3292E-03,-6.188E-03
3.3333E-03,-6.188E-03
3.3374E-03,-6.188E-03
3.3415E-03,-7.788E-03
3.3455E-03,-9.388E-03
3.3496E-03,-1.019E-02
3.3537E-03,-9.388E-03
3.3578E-03,-1.019E-02
3.3619E-03,-1.099E-02
3.3659E-03,-1.179E-02
3.3700E-03,-9.388E-03
3.3741E-03,-1.099E-02
3.3782E-03,-1.019E-02
3.3823E-03,-1.259E-02
3.3863E-03,-1.259E-02
3.3904E-03,-1.099E-02
3.3945E-03,-1.419E-02
3.3986E-03,-1.259E-02
3.4027E-03,-1.339E-02
3.4067E-03,-1.419E-02
3.4108E-03,-1.499E-02
3.4149E-03,-1.339E-02
3.4190E-03,-1.499E-02
3.4231E-03,-1.659E-02
3.4271E-03,-1.499E-02
3.4312E-03,-1.819E-02
3.4353E-03,-1.819E-02
3.4394E-03,-1.979E-02
3.4435E-03,-1.739E-02
3.4475E-03,-1.739E-02
3.4516E-03,-1.899E-02
3.4557E-03,-1.979E-02
3.4598E-03,-1.979E-02
3.4639E-03,-1.979E-02
3.4679E-03,-1.739E-02
3.4720E-03,-1.819E-02
3.4761E-03,-1.819E-02
3.4802E-03,-2.059E-02
3.4843E-03,-1.899E-02
3.4883E-03,-1.979E-02
3.4924E-03,-1.979E-02
3.4965E-03,-2.059E-02
3.5006E-03,-2.059E-02
3.5047E-03,-2.219E-02
3.5087E-03,-2.299E-02
3.5128E-03,-2.139E-02
3.5169E-03,-2.299E-02
3.5210E-03,-2.379E-02
3.5251E-03,-2.299E-02
3.5291E-03,-2.299E-02
3.5332E-03,-2.299E-02
3.5373E-03,-2.219E-02
3.5414E-03,-2.379E-02
3.5455E-03,-2.379E-02
3.5495E-03,-2.299E-02
3.5536E-03,-2.379E-02
3.5577E-03,-2.379E-02
3.5618E-03,-2.459E-02
3.5659E-03,-2.379E-02
3.5699E-03,-2.299E-02
3.5740E-03,-2.299E-02
3.5781E-03,-2.379E-02
3.5822E-03,-2.299E-02
3.5863E-03,-2.379E-02
3.5903E-03,-2.379E-02
3.5944E-03,-2.299E-02
3.5985E-03,-2.379E-02
3.6026E-03,-2.459E-02
3.6067E-03,-2.379E-02
3.6107E-03,-2.619E-02
3.6148E-03,-2.459E-02
3.6189E-03,-2.459E-02
3.6230E-03,-2.699E-02
3.6271E-03,-2.619E-02
3.6311E-03,-2.459E-02
3.6352E-03,-2.619E-02
3.6393E-03,-2.699E-02
3.6434E-03,-2.699E-02
3.6475E-03,-2.619E-02
3.6515E-03,-2.619E-02
3.6556E-03,-2.619E-02
3.6597E-03,-2.539E-02
3.6638E-03,-2.699E-02
3.6679E-03,-2.859E-02
3.6719E-03,-2.539E-02
3.6760E-03,-2.699E-02
3.6801E-03,-2.539E-02
3.6842E-03,-2.779E-02
3.6883E-03,-2.699E-02
3.6923E-03,-2.619E-02
3.6964E-03,-2.699E-02
3.7005E-03,-2.779E-02
3.7046E-03,-2.779E-02
3.7087E-03,-2.859E-02
3.7127E-03,-2.779E-02
3.7168E-03,-2.939E-02
3.7209E-03,-2.939E-02
3.7250E-03,-2.779E-02
3.7291E-03,-2.779E-02
3.7331E-03,-2.859E-02
3.7372E-03,-3.019E-02
3.7413E-03,-2.779E-02
3.7454E-03,-2.859E-02
3.7495E-03,-2.939E-02
3.7535E-03,-2.779E-02
3.7576E-03,-2.939E-02
3.7617E-03,-2.779E-02
3.7658E-03,-2.859E-02
3.7699E-03,-2.699E-02
3.7739E-03,-2.859E-02
3.7780E-03,-2.939E-02
3.7821E-03,-2.699E-02
3.7862E-03,-2.699E-02
3.7903E-03,-2.859E-02
3.7943E-03,-2.779E-02
3.7984E-03,-3.019E-02
3.8025E-03,-2.939E-02
3.8066E-03,-2.859E-02
3.8107E-03,-2.859E-02
3.8147E-03,-3.019E-02
3.8188E-03,-2.779E-02
3.8229E-03,-3.019E-02
3.8270E-03,-2.939E-02
3.8311E-03,-2.939E-02
3.8351E-03,-2.779E-02
3.8392E-03,-2.859E-02
3.8433E-03,-2.859E-02
3.8474E-03,-2.699E-02
3.8515E-03,-2.859E-02
3.8555E-03,-2.779E-02
3.8596E-03,-2.939E-02
3.8637E-03,-2.779E-02
3.8678E-03,-2.939E-02
3.8719E-03,-2.779E-02
3.8759E-03,-2.699E-02
3.8800E-03,-2.699E-02
3.8841E-03,-2.699E-02
3.8882E-03,-2.779E-02
3.8923E-03,-2.699E-02
3.8963E-03,-2.939E-02
3.9004E-03,-2.939E-02
3.9045E-03,-2.779E-02
3.9086E-03,-2.859E-02
3.9127E-03,-2.939E-02
3.9167E-03,-2.699E-02
3.9208E-03,-2.779E-02
3.9249E-03,-2.779E-02
3.9290E-03,-2.779E-02
3.9331E-03,-2.699E-02
3.9371E-03,-2.779E-02
3.9412E-03,-2.699E-02
3.9453E-03,-2.539E-02
3.9494E-03,-2.619E-02
3.9535E-03,-2.619E-02
3.9575E-03,-2.459E-02
3.9616E-03,-2.459E-02
3.9657E-03,-2.619E-02
3.9698E-03,-2.539E-02
3.9739E-03,-2.699E-02
3.9779E-03,-2.619E-02
3.9820E-03,-2.619E-02
3.9861E-03,-2.299E-02
3.9902E-03,-2.619E-02
3.9943E-03,-2.379E-02
3.9983E-03,-2.299E-02
4.0024E-03,-2.299E-02
4.0065E-03,-2.379E-02
4.0106E-03,-2.379E-02
4.0147E-03,-2.299E-02
4.0187E-03,-2.379E-02
4.0228E-03,-2.299E-02
4.0269E-03,-2.379E-02
4.0310E-03,-2.379E-02
4.0351E-03,-2.299E-02
4.0391E-03,-2.459E-02
4.0432E-03,-2.379E-02
4.0473E-03,-2.299E-02
4.0514E-03,-2.219E-02
4.0555E-03,-2.219E-02
4.0595E-03,-2.219E-02
4.0636E-03,-2.219E-02
4.0677E-03,-2.139E-02
4.0718E-03,-2.139E-02
4.0759E-03,-2.299E-02
4.0799E-03,-2.139E-02
4.0840E-03,-2.059E-02
4.0881E-03,-1.899E-02
4.0922E-03,-1.979E-02
4.0963E-03,-1.899E-02
4.1003E-03,-2.139E-02
4.1044E-03,-1.899E-02
4.1085E-03,-1.979E-02
4.1126E-03,-1.819E-02
4.1167E-03,-1.819E-02
4.1207E-03,-1.819E-02
4.1248E-03,-1.819E-02
4.1289E-03,-1.819E-02
4.1330E-03,-1.899E-02
4.1371E-03,-1.819E-02
4.1411E-03,-1.819E-02
4.1452E-03,-1.819E-02
4.1493E-03,-1.899E-02
4.1534E-03,-1.819E-02
4.1575E-03,-1.579E-02
4.1615E-03,-1.659E-02
4.1656E-03,-1.579E-02
4.1697E-03,-1.499E-02
4.1738E-03,-1.659E-02
4.1779E-03,-1.419E-02
4.1819E-03,-1.419E-02
4.1860E-03,-1.259E-02
4.1901E-03,-1.339E-02
4.1942E-03,-1.419E-02
4.1983E-03,-1.099E-02
4.2023E-03,-1.259E-02
4.2064E-03,-1.099E-02
4.2105E-03,-1.019E-02
4.2146E-03,-1.019E-02
4.2187E-03,-1.099E-02
4.2227E-03,-1.179E-02
4.2268E-03,-1.099E-02
4.2309E-03,-1.099E-02
4.2350E-03,-8.588E-03
4.2391E-03,-7.788E-03
4.2431E-03,-9.388E-03
4.2472E-03,-6.988E-03
4.2513E-03,-7.788E-03
4.2554E-03,-7.788E-03
4.2595E-03,-6.188E-03
4.2635E-03,-6.188E-03
4.2676E-03,-5.388E-03
4.2717E-03,-5.388E-03
4.2758E-03,-6.188E-03
4.2799E-03,-2.988E-03
4.2839E-03,-2.988E-03
4.2880E-03,-3.788E-03
4.2921E-03,-2.988E-03
4.2962E-03,-2.988E-03
4.3003E-03,-3.788E-03
4.3043E-03,-2.188E-03
4.3084E-03,-5.881E-04
4.3125E-03,-1.388E-03
4.3166E-03,-5.881E-04
4.3207E-03,-5.881E-04
4.3247E-03,2.119E-04
4.3288E-03,2.119E-04
4.3329E-03,1.012E-03
4.3370E-03,2.612E-03
4.3411E-03,2.612E-03
4.3451E-03,1.012E-03
4.3492E-03,2.612E-03
4.3533E-03,5.012E-03
4.3574E-03,4.212E-03
4.3615E-03,5.812E-03
4.3655E-03,5.012E-03
4.3696E-03,3.412E-03
4.3737E-03,5.012E-03
4.3778E-03,5.812E-03
4.3819E-03,5.812E-03
4.3859E-03,7.412E-03
4.3900E-03,6.612E-03
4.3941E-03,6.612E-03
4.3982E-03,9.012E-03
4.4023E-03,8.212E-03
4.4063E-03,7.412E-03
4.4104E-03,7.412E-03
4.4145E-03,9.812E-03
4.4186E-03,9.012E-03
4.4227E-03,9.812E-03
4.4267E-03,1.141E-02
4.4308E-03,9.812E-03
4.4349E-03,1.061E-02
4.4390E-03,1.061E-02
4.4431E-03,1.061E-02
4.4471E-03,1.141E-02
4.4512E-03,1.221E-02
4.4553E-03,1.221E-02
4.4594E-03,1.141E-02
4.4635E-03,1.221E-02
4.4675E-03,1.301E-02
4.4716E-03,1.381E-02
4.4757E-03,1.461E-02
4.4798E-03,1.461E-02
4.4839E-03,1.301E-02
4.4879E-03,1.461E-02
4.4920E-03,1.301E-02
4.4961E-03,1.461E-02
4.5002E-03,1.461E-02
4.5043E-03,1.461E-02
4.5083E-03,1.381E-02
4.5124E-03,1.461E-02
4.5165E-03,1.541E-02
4.5206E-03,1.781E-02
4.5247E-03,1.461E-02
4.5287E-03,1.781E-02
4.5328E-03,1.861E-02
4.5369E-03,1.621E-02
4.5410E-03,1.781E-02
4.5451E-03,1.781E-02
4.5491E-03,1.781E-02
4.5532E-03,1.541E-02
4.5573E-03,1.861E-02
4.5614E-03,1.701E-02
4.5655E-03,1.701E-02
4.5695E-03,1.781E-02
4.5736E-03,1.781E-02
4.5777E-03,1.781E-02
4.5818E-03,2.021E-02
4.5859E-03,1.941E-02
4.5899E-03,1.941E-02
4.5940E-03,1.861E-02
4.5981E-03,1.861E-02
4.6022E-03,2.021E-02
4.6063E-03,2.021E-02
4.6103E-03,2.181E-02
4.6144E-03,1.861E-02
4.6185E-03,1.941E-02
4.6226E-03,2.101E-02
4.6267E-03,2.021E-02
4.6307E-03,2.101E-02
4.6348E-03,2.021E-02
4.6389E-03,2.101E-02
4.6430E-03,2.021E-02
4.6471E-03,2.021E-02
4.6511E-03,1.781E-02
4.6552E-03,2.101E-02
4.6593E-03,2.101E-02
4.6634E-03,2.021E-02
4.6675E-03,2.101E-02
4.6715E-03,1.941E-02
4.6756E-03,2.101E-02
4.6797E-03,2.181E-02
4.6838E-03,2.341E-02
4.6879E-03,2.341E-02
4.6919E-03,2.341E-02
4.6960E-03,2.261E-02
4.7001E-03,2.341E-02
4.7042E-03,2.341E-02
4.7083E-03,2.341E-02
4.7123E-03,2.501E-02
4.7164E-03,2.421E-02
4.7205E-03,2.421E-02
4.7246E-03,2.501E-02
4.7287E-03,2.421E-02
4.7327E-03,2.421E-02
4.7368E-03,2.341E-02
4.7409E-03,2.341E-02
4.7450E-03,2.181E-02
4.7491E-03,2.341E-02
4.7531E-03,2.181E-02
4.7572E-03,2.341E-02
4.7613E-03,2.261E-02
4.7654E-03,2.261E-02
4.7695E-03,2.421E-02
4.7735E-03,2.421E-02
4.7776E-03,2.261E-02
4.7817E-03,2.341E-02
4.7858E-03,2.501E-02
4.7899E-03,2.421E-02
4.7939E-03,2.421E-02
4.7980E-03,2.501E-02
4.8021E-03,2.581E-02
4.8062E-03,2.581E-02
4.8103E-03,2.581E-02
4.8143E-03,2.581E-02
4.8184E-03,2.501E-02
4.8225E-03,2.581E-02
4.8266E-03,2.501E-02
4.8307E-03,2.421E-02
4.8347E-03,2.581E-02
4.8388E-03,2.421E-02
4.8429E-03,2.261E-02
4.8470E-03,2.421E-02
4.8511E-03,2.421E-02
4.8551E-03,2.421E-02
4.8592E-03,2.261E-02
4.8633E-03,2.341E-02
4.8674E-03,2.421E-02
4.8715E-03,2.421E-02
4.8755E-03,2.341E-02
4.8796E-03,2.421E-02
4.8837E-03,2.501E-02
4.8878E-03,2.501E-02
4.8919E-03,2.421E-02
4.8959E-03,2.421E-02
4.9000E-03,2.581E-02
4.9041E-03,2.581E-02
4.9082E-03,2.421E-02
4.9123E-03,2.661E-02
4.9163E-03,2.501E-02
4.9204E-03,2.501E-02
4.9245E-03,2.341E-02
4.9286E-03,2.421E-02
4.9327E-03,2.341E-02
4.9367E-03,2.341E-02
4.9408E-03,2.261E-02
4.9449E-03,2.341E-02
4.9490E-03,2.261E-02
4.9531E-03,2.181E-02
4.9571E-03,2.181E-02
4.9612E-03,2.181E-02
4.9653E-03,2.181E-02
4.9694E-03,2.181E-02
4.9735E-03,2.181E-02
4.9775E-03,2.021E-02
4.9816E-03,2.181E-02
4.9857E-03,2.101E-02
4.9898E-03,2.421E-02
4.9939E-03,2.261E-02
4.9979E-03,2.261E-02
5.0020E-03,2.261E-02
5.0061E-03,2.261E-02
5.0102E-03,2.341E-02
5.0143E-03,2.261E-02
5.0183E-03,2.181E-02
5.0224E-03,2.181E-02
5.0265E-03,2.261E-02
5.0306E-03,2.181E-02
5.0347E-03,2.101E-02
5.0387E-03,2.101E-02
5.0428E-03,2.021E-02
5.0469E-03,2.021E-02
5.0510E-03,2.021E-02
5.0551E-03,1.861E-02
5.0591E-03,1.781E-02
5.0632E-03,1.941E-02
5.0673E-03,1.781E-02
5.0714E-03,1.621E-02
5.0755E-03,1.701E-02
5.0795E-03,1.781E-02
5.0836E-03,1.701E-02
5.0877E-03,1.701E-02
5.0918E-03,1.781E-02
5.0959E-03,1.621E-02
5.0999E-03,1.861E-02
5.1040E-03,1.701E-02
5.1081E-03,1.701E-02
5.1122E-03,1.861E-02
5.1163E-03,1.701E-02
5.1203E-03,1.781E-02
5.1244E-03,1.861E-02
5.1285E-03,1.781E-02
5.1326E-03,1.701E-02
5.1367E-03,1.701E-02
5.1407E-03,1.621E-02
5.1448E-03,1.621E-02
5.1489E-03,1.861E-02
5.1530E-03,1.781E-02
5.1571E-03,1.541E-02
5.1611E-03,1.621E-02
5.1652E-03,1.461E-02
5.1693E-03,1.461E-02
5.1734E-03,1.461E-02
5.1775E-03,1.461E-02
5.1815E-03,1.461E-02
5.1856E-03,1.381E-02
5.1897E-03,1.301E-02
5.1938E-03,1.381E-02
5.1979E-03,1.301E-02
5.2019E-03,1.381E-02
5.2060E-03,1.461E-02
5.2101E-03,1.301E-02
5.2142E-03,1.381E-02
5.2183E-03,1.301E-02
5.2223E-03,1.381E-02
5.2264E-03,1.381E-02
5.2305E-03,1.461E-02
5.2346E-03,1.381E-02
5.2387E-03,1.301E-02
5.2427E-03,1.381E-02
5.2468E-03,1.221E-02
5.2509E-03,1.141E-02
